,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,lyric
94,you need to calm down,Lover,Taylor Swift,8/23/19,171360,78,0.771,0.00929,0.671,0.0,0.0637,-5.617,0.0553,0.714,85.026,"You are somebody that I don't know But you're takin' shots at me like it's Patrón And I'm just like, damn, it's 7 AM Say it in the street, that's a knock-out But you say it in a Tweet, that's a cop-out And I'm just like, ""Hey, are you okay?"" And I ain't tryna mess with your self-expression But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun And snakes and stones never broke my bones So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, you're being too loud And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on my gown? You need to calm down You are somebody that we don't know But you're comin' at my friends like a missile Why are you mad when you could be GLAAD? (You could be GLAAD) Sunshine on the street at the parade But you would rather be in the dark ages Makin' that sign must've taken all night You just need to take several seats and then try to restore the peace And control your urges to scream about all the people you hate 'Cause shade never made anybody less gay So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, you're being too loud And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on his gown? You need to calm down And we see you over there on the internet Comparing all the girls who are killing it But we figured you out We all know now we all got crowns You need to calm down Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down (You need to calm down) You're being too loud (You're being too loud) And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop (Can you stop?) Like can you just not step on our gowns? You need to calm down"
95,afterglow,Lover,Taylor Swift,8/23/19,223293,74,0.756,0.13,0.449,0.0,0.114,-8.746,0.0344,0.399,111.011,"I blew things out of proportion, now you're blue Put you in jail for something you didn’t do I pinned your hands behind your back, oh Thought I had reason to attack, but no Fighting with a true love is boxing with no gloves Chemistry 'til it blows up, 'til there’s no us Why'd I have to break what I love so much? It's on your face, and I'm to blame, I need to say Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant Sorry that I hurt you I don't wanna do, I don’t wanna do this to you (Ooh) I don’t wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it’s all me, just don't go Meet me in the afterglow It's so excruciating to see you low Just wanna lift you up and not let you go This ultraviolet morning light below Tells me this love is worth the fight, oh I lived like an island, punished you with silence Went off like sirens, just crying Why'd I have to break what I love so much? It’s on your face, don't walk away, I need to say Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant I'm sorry that I hurt you I don't wanna do, I don't wanna do this to you (Ooh) I don't wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it's all me, just don't go Meet me in the afterglow Tell me that you're still mine Tell me that we'll be just fine Even when I lose my mind I need to say Tell me that it's not my fault Tell me that I'm all you want Even when I break your heart I need to say Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant Sorry that I hurt you I don't wanna do, I don't wanna do this to you (Ooh) I don't wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it's all me, just don't go Meet me in the afterglow"
96,it’s nice to have a friend,Lover,Taylor Swift,8/23/19,150440,65,0.737,0.971,0.175,0.000337,0.171,-9.912,0.0401,0.545,70.008,"Ooh Ooh School bell rings, walk me home Sidewalk chalk covered in snow Lost my gloves, you give me one ""Wanna hang out?"" Yeah, sounds like fun Video games, you pass me a note Sleeping in tents It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) Light pink sky, up on the roof Sun sinks down, no curfew 20 questions, we tell the truth You've been stressed out lately, yeah, me too Something gave you the nerve To touch my hand It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) [Instrumental bridge] Church bells ring, carry me home Rice on the ground looks like snow Call my bluff, call you ""Babe"" Have my back, yeah, every day Feels like home, stay in bed The whole weekend It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) (Ooh)"
97,daylight,Lover,Taylor Swift,8/23/19,293453,68,0.557,0.808,0.496,0.000173,0.0772,-9.602,0.0563,0.265,149.983,"My love was as cruel as the cities I lived in Everyone looked worse in the light There are so many lines that I've crossed unforgiven I'll tell you the truth, but never goodbye I don't wanna look at anything else now that I saw you I don't wanna think of anything else now that I thought of you I've been sleeping so long in a 20-year dark night And now I see daylight, I only see daylight Luck of the draw only draws the unlucky And so I became the butt of the joke I wounded the good and I trusted the wicked Clearing the air, I breathed in the smoke Maybe you ran with the wolves and refused to settle down Maybe I've stormed out of every single room in this town Threw out our cloaks and our daggers because it's morning now It's brighter now, now I don't wanna look at anything else now that I saw you (I can never look away) I don't wanna think of anything else now that I thought of you (Things will never be the same) I've been sleeping so long in a 20-year dark night (Now I'm wide awake) And now I see daylight (Daylight), I only see daylight (Daylight) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight And I can still see it all (In my mind) All of you, all of me (Intertwined) I once believed love would be (Black and white) But it's golden (Golden) And I can still see it all (In my head) Back and forth from New York (Sneaking in your bed) I once believed love would be (Burning red) But it's golden Like daylight, like daylight Like daylight, daylight I don't wanna look at anything else now that I saw you (I can never look away) And I don't wanna think of anything else now that I thought of you (Things will never be the same) I've been sleeping so long in a 20-year dark night (Now I'm wide awake) And now I see daylight (I see daylight), I only see daylight (Ah) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight (Ah) (And I can still see it all) I only see daylight, daylight, daylight, daylight (And I can still see it all, back and forth from New York) I only see daylight, daylight, daylight, daylight (I once believed love would be burning red) Like daylight It's golden like daylight You gotta step into the daylight and let it go Just let it go, let it go I wanna be defined by the things that I love Not the things I hate Not the things I'm afraid of, I'm afraid of Or the things that haunt me in the middle of the night I, I just think that You are what you love"
98,the 1,folklore (deluxe version),Taylor Swift,8/18/20,210240,64,0.78,0.75,0.361,7.14e-06,0.108,-6.942,0.048,0.163,139.902,"I'm doing good, I'm on some new shit Been saying ""yes"" instead of ""no"" I thought I saw you at the bus stop, I didn't though I hit the ground running each night I hit the Sunday matinée You know the greatest films of all time were never made I guess you never know, never know And if you wanted me, you really should've showed And if you never bleed, you're never gonna grow And it's alright now But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one (Ooh) I have this dream you're doing cool shit Having adventures on your own You meet some woman on the internet and take her home We never painted by the numbers, baby But we were making it count You know the greatest loves of all time are over now I guess you never know, never know And it's another day waking up alone But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one I, I, I persist and resist the temptation to ask you If one thing had been different Would everything be different today? We were something, don't you think so? Rosé flowing with your chosen family And it would've been sweet If it could've been me In my defense, I have none For digging up the grave another time But it would've been fun If you would've been the one (Ooh)"
99,cardigan,folklore (deluxe version),Taylor Swift,8/18/20,239560,65,0.612,0.525,0.58,0.000414,0.26,-8.572,0.0419,0.534,130.045,"Vintage tee, brand new phone High heels on cobblestones When you are young, they assume you know nothing Sequin smile, black lipstick Sensual politics When you are young, they assume you know nothing But I knew you Dancin' in your Levi's Drunk under a streetlight, I I knew you Hand under my sweatshirt Baby, kiss it better, I And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite A friend to all is a friend to none Chase two girls, lose the one When you are young, they assume you know nothing But I knew you Playing hide-and-seek and Giving me your weekends, I I knew you Your heartbeat on the High Line Once in twenty lifetimes, I And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite To kiss in cars and downtown bars Was all we needed You drew stars around my scars But now I'm bleedin' 'Cause I knew you Steppin' on the last train Marked me like a bloodstain, I I knew you Tried to change the ending Peter losing Wendy, I I knew you Leavin' like a father Running like water, I And when you are young, they assume you know nothing But I knew you'd linger like a tattoo kiss I knew you'd haunt all of my what-ifs The smell of smoke would hang around this long 'Cause I knew everything when I was young I knew I'd curse you for the longest time Chasin' shadows in the grocery line I knew you'd miss me once the thrill expired And you'd be standin' in my front porch light And I knew you'd come back to me You'd come back to me And you'd come back to me And you'd come back And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite"
100,the last great american dynasty,folklore (deluxe version),Taylor Swift,8/18/20,231000,63,0.688,0.481,0.653,0.00414,0.106,-8.558,0.0403,0.701,147.991,"Rebekah rode up on the afternoon train, it was sunny Her saltbox house on the coast took her mind off St. Louis Bill was the heir to the Standard Oil name and money And the town said, ""How did a middle-class divorcée do it?"" The wedding was charming, if a little gauche There's only so far new money goes They picked out a home and called it ""Holiday House"" Their parties were tasteful, if a little loud The doctor had told him to settle down It must have been her fault his heart gave out And they said ""There goes the last great American dynasty Who knows, if she never showed up, what could've been There goes the maddest woman this town has ever seen She had a marvelous time ruining everything"" Rebekah gave up on the Rhode Island set forever Flew in all her Bitch Pack friends from the city Filled the pool with champagne and swam with the big names And blew through the money on the boys and the ballet And losing on card game bets with Dalí And they said ""There goes the last great American dynasty Who knows, if she never showed up, what could've been There goes the most shameless woman this town has ever seen She had a marvelous time ruining everything"" They say she was seen on occasion Pacing the rocks, staring out at the midnight sea And in a feud with her neighbor She stole his dog and dyed it key lime green Fifty years is a long time Holiday House sat quietly on that beach Free of women with madness, their men and bad habits And then it was bought by me Who knows, if I never showed up, what could've been There goes the loudest woman this town has ever seen I had a marvelous time ruining everything I had a marvelous time ruining everything A marvelous time ruining everything A marvelous time I had a marvelous time"
101,my tears ricochet,folklore (deluxe version),Taylor Swift,8/18/20,255893,64,0.456,0.814,0.265,0.0,0.0679,-10.663,0.0328,0.112,129.947,"We gather here, we line up, weepin' in a sunlit room And if I'm on fire, you'll be made of ashes, too Even on my worst day, did I deserve, babe All the hell you gave me? 'Cause I loved you, I swear I loved you 'Til my dying day I didn't have it in myself to go with grace And you're the hero flying around, saving face And if I'm dead to you, why are you at the wake? Cursing my name, wishing I stayed Look at how my tears ricochet We gather stones, never knowing what they'll mean Some to throw, some to make a diamond ring You know I didn't want to have to haunt you But what a ghostly scene You wear the same jewels that I gave you As you bury me I didn't have it in myself to go with grace 'Cause when I'd fight, you used to tell me I was brave And if I'm dead to you, why are you at the wake? Cursing my name, wishing I stayed Look at how my tears ricochet And I can go anywhere I want Anywhere I want, just not home And you can aim for my heart, go for blood But you would still miss me in your bones And I still talk to you (When I'm screaming at the sky) And when you can't sleep at night (You hear my stolen lullabies) I didn't have it in myself to go with grace And so the battleships will sink beneath the waves You had to kill me, but it killed you just the same Cursing my name, wishing I stayed You turned into your worst fears And you're tossing out blame, drunk on this pain Crossing out the good years And you're cursing my name, wishing I stayed Look at how my tears ricochet"
102,mirrorball,folklore (deluxe version),Taylor Swift,8/18/20,208973,63,0.549,0.686,0.417,1.9e-06,0.0604,-10.064,0.035,0.347,110.137,"I want you to know I'm a mirrorball I'll show you every version of yourself tonight I'll get you out on the floor Shimmering beautiful And when I break, it's in a million pieces Hush, when no one is around, my dear You'll find me on my tallest tiptoes Spinning in my highest heels, love Shining just for you Hush, I know they said the end is near But I'm still on my tallest tiptoes Spinning in my highest heels, love Shining just for you I want you to know I'm a mirrorball I can change everything about me to fit in You are not like the regulars The masquerade revelers Drunk as they watch my shattered edges glisten Hush, when no one is around, my dear You'll find me on my tallest tiptoes Spinning in my highest heels, love Shining just for you Hush, I know they said the end is near But I'm still on my tallest tiptoes Spinning in my highest heels, love Shining just for you And they called off the circus, burned the disco down When they sent home the horses and the rodeo clowns I'm still on that tightrope I'm still trying everything to get you laughing at me And I'm still a believer, but I don't know why I've never been a natural, all I do is try, try, try I'm still on that trapeze I'm still trying everything to keep you looking at me Because I'm a mirrorball I'm a mirrorball And I'll show you every version of yourself tonight"
103,seven,folklore (deluxe version),Taylor Swift,8/18/20,208906,62,0.602,0.888,0.494,2.59e-05,0.0902,-10.813,0.0277,0.374,94.955,"Please picture me in the trees I hit my peak at seven Feet in the swing over the creek I was too scared to jump in But I, I was high in the sky With Pennsylvania under me Are there still beautiful things? Sweet tea in the summer Cross your heart, won't tell no other And though I can’t recall your face I still got love for you Your braids like a pattern Love you to the Moon and to Saturn Passed down like folk songs The love lasts so long And I've been meaning to tell you I think your house is haunted Your dad is always mad and that must be why And I think you should come live with me And we can be pirates Then you won't have to cry Or hide in the closet And just like a folk song Our love will be passed on Please picture me in the weeds Before I learned civility I used to scream ferociously Any time I wanted I, I Sweet tea in the summer Cross my heart, won’t tell no other And though I can't recall your face I still got love for you Pack your dolls and a sweater We'll move to India forever Passed down like folk songs Our love lasts so long"
104,august,folklore (deluxe version),Taylor Swift,8/18/20,261920,65,0.387,0.553,0.634,6.93e-05,0.0931,-9.222,0.0363,0.42,89.567,"Salt air, and the rust on your door I never needed anything more Whispers of ""Are you sure?"" ""Never have I ever before"" But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine Your back beneath the sun Wishin' I could write my name on it Will you call when you're back at school? I remember thinkin' I had you But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine Back when we were still changin' for the better Wanting was enough For me, it was enough To live for the hope of it all Cancel plans just in case you'd call And say, ""Meet me behind the mall"" So much for summer love and saying ""us"" 'Cause you weren't mine to lose You weren't mine to lose, no But I can see us lost in the memory August slipped away into a moment in time 'Cause it was never mine And I can see us twisted in bedsheets August sipped away like a bottle of wine 'Cause you were never mine 'Cause you were never mine Never mine But do you remember? Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all, for the hope of it all ""Meet me behind the mall"" (Remember when I pulled up and said ""Get in the car"") (And then canceled my plans just in case you'd call?) (Back when I was livin' for the hope of it all, for the hope of it all) (""Meet me behind the mall"") Remember when I pulled up and said ""Get in the car"" And then canceled my plans just in case you'd call? Back when I was livin' for the hope of it all (For the hope of it all) For the hope of it all, for the hope of it all (For the hope of it all, for the hope of it all)"
105,this is me trying,folklore (deluxe version),Taylor Swift,8/18/20,195106,63,0.511,0.312,0.478,2.3e-05,0.147,-9.837,0.0322,0.408,135.882,"I've been having a hard time adjusting I had the shiniest wheels, now they're rusting I didn't know if you'd care if I came back I have a lot of regrets about that Pulled the car off the road to the lookout Could've followed my fears all the way down And maybe I don't quite know what to say But I'm here in your doorway I just wanted you to know that this is me trying I just wanted you to know that this is me trying They told me all of my cages were mental So I got wasted like all my potential And my words shoot to kill when I'm mad I have a lot of regrets about that I was so ahead of the curve, the curve became a sphere Fell behind all my classmates and I ended up here Pouring out my heart to a stranger But I didn't pour the whiskey I just wanted you to know that this is me trying I just wanted you to know that this is me trying [Post-Chorus] At least I'm trying And it's hard to be at a party when I feel like an open wound It's hard to be anywhere these days when all I want is you You're a flashback in a film reel on the one screen in my town And I just wanted you to know that this is me trying (And maybe I don't quite know what to say) I just wanted you to know that this is me trying At least I'm trying"
106,illicit affairs,folklore (deluxe version),Taylor Swift,8/18/20,190893,62,0.529,0.862,0.304,0.0,0.108,-10.567,0.0356,0.44,119.58,"Make sure nobody sees you leave Hood over your head, keep your eyes down Tell your friends you're out for a run You’ll be flushed when you return Take the road less traveled by Tell yourself you can always stop What started in beautiful rooms Ends with meetings in parking lots And that's the thing about illicit affairs And clandestine meetings and longing stares It's born from just one single glance But it dies and it dies and it dies A million little times Leave the perfume on the shelf That you picked out just for him So you leave no trace behind Like you don’t even exist Take the words for what they are A dwindling, mercurial high A drug that only worked The first few hundred times And that's the thing about illicit affairs And clandestine meetings and stolen stares They show their truth one single time But they lie and they lie and they lie A million little times And you wanna scream Don't call me ""kid,"" don't call me ""baby"" Look at this godforsaken mess that you made me You showed me colors you know I can't see with anyone else Don't call me ""kid,"" don't call me ""baby"" Look at this idiotic fool that you made me You taught me a secret language I can't speak with anyone else And you know damn well For you, I would ruin myself A million little times"
107,invisible string,folklore (deluxe version),Taylor Swift,8/18/20,252880,62,0.651,0.859,0.459,6.63e-05,0.105,-11.128,0.0507,0.454,83.455,"Green was the color of the grass Where I used to read at Centennial Park I used to think I would meet somebody there Teal was the color of your shirt When you were sixteen at the yogurt shop You used to work at to make a little money Time, curious time Gave me no compasses, gave me no signs Were there clues I didn't see? And isn't it just so pretty to think All along there was some Invisible string Tying you to me? Ooh-ooh-ooh-ooh Bad was the blood of the song in the cab On your first trip to LA You ate at my favorite spot for dinner Bold was the waitress on our three-year trip Getting lunch down by the Lakes She said I looked like an American singer Time, mystical time Cutting me open, then healing me fine Were there clues I didn't see? And isn't it just so pretty to think All along there was some Invisible string Tying you to me? Ooh-ooh-ooh-ooh A string that pulled me Out of all the wrong arms, right into that dive bar Something wrapped all of my past mistakes in barbed wire Chains around my demons Wool to brave the seasons One single thread of gold Tied me to you Cold was the steel of my axe to grind For the boys who broke my heart Now I send their babies presents Gold was the color of the leaves When I showed you around Centennial Park Hell was the journey but it brought me heaven Time, wondrous time Gave me the blues and then purple-pink skies And it's cool Baby, with me And isn't it just so pretty to think All along there was some Invisible string Tying you to me? Ooh-ooh-ooh-ooh Me Ooh-ooh-ooh-ooh (Ah-ah-ah) (Ah-ah-ah)"
108,mad woman,folklore (deluxe version),Taylor Swift,8/18/20,237266,61,0.593,0.67,0.7,6.77e-06,0.116,-9.016,0.0492,0.451,141.898,"What did you think I'd say to that? Does a scorpion sting when fighting back? They strike to kill, and you know I will You know I will What do you sing on your drive home? Do you see my face in the neighbor's lawn? Does she smile? Or does she mouth, ""Fuck you forever""? Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman Now I breathe flames each time I talk My cannons all firin' at your yacht They say ""move on,"" but you know I won't And women like hunting witches too Doing your dirtiest work for you It's obvious that wanting me dead Has really brought you two together Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman I'm taking my time, taking my time 'Cause you took everything from me Watching you climb, watching you climb Over people like me The master of spin has a couple side flings Good wives always know She should be mad, should be scathing like me, but No one likes a mad woman What a shame she went mad You made her like that"
109,epiphany,folklore (deluxe version),Taylor Swift,8/18/20,289746,60,0.317,0.727,0.254,0.000326,0.0867,-13.679,0.0286,0.103,93.933,"Keep your helmet, keep your life, son Just a flesh wound, here's your rifle Crawling up the beaches now ""Sir, I think he's bleeding out"" And some things you just can't speak about With you I serve, with you I fall down, down Watch you breathe in, watch you breathing out, out Something med school did not cover Someone's daughter, someone's mother Holds your hand through plastic now ""Doc, I think she's crashing out"" And some things you just can't speak about Only twenty minutes to sleep But you dream of some epiphany Just one single glimpse of relief To make some sense of what you've seen With you I serve, with you I fall down, down (Down) Watch you breathe in, watch you breathing out, out With you I serve (With you I serve), with you I fall down (Down), down (Down) Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out) Only twenty minutes to sleep But you dream of some epiphany Just one single glimpse of relief To make some sense of what you've seen"
110,betty,folklore (deluxe version),Taylor Swift,8/18/20,294520,62,0.595,0.589,0.376,0.0,0.0989,-8.767,0.0256,0.476,95.946,"Betty, I won't make assumptions About why you switched your homeroom, but I think it's 'cause of me Betty, one time I was riding on my skateboard When I passed your house It's like I couldn't breathe You heard the rumors from Inez You can't believe a word she says Most times, but this time it was true The worst thing that I ever did Was what I did to you But if I just showed up at your party Would you have me? Would you want me? Would you tell me to go fuck myself Or lead me to the garden? In the garden, would you trust me If I told you it was just a summer thing? I'm only seventeen, I don't know anything But I know I miss you Betty, I know where it all went wrong Your favorite song was playing From the far side of the gym I was nowhere to be found I hate the crowds, you know that Plus, I saw you dance with him You heard the rumors from Inez You can't believe a word she says Most times, but this time it was true The worst thing that I ever did Was what I did to you But if I just showed up at your party Would you have me? Would you want me? Would you tell me to go fuck myself Or lead me to the garden? In the garden, would you trust me If I told you it was just a summer thing? I'm only seventeen, I don't know anything But I know I miss you I was walking home on broken cobblestones Just thinking of you when she pulled up like A figment of my worst intentions She said ""James, get in, let's drive"" Those days turned into nights Slept next to her, but I dreamt of you all summer long Betty, I'm here on your doorstep And I planned it out for weeks now But it's finally sinkin' in Betty, right now is the last time I can dream about what happens when You see my face again The only thing I wanna do Is make it up to you So I showed up at your party Yeah, I showed up at your party Yeah, I showed up at your party Will you have me? Will you love me? Will you kiss me on the porch In front of all your stupid friends? If you kiss me, will it be just like I dreamed it? Will it patch your broken wings? I'm only seventeen, I don't know anything But I know I miss you Standing in your cardigan Kissin' in my car again Stopped at a streetlight You know I miss you"
111,peace,folklore (deluxe version),Taylor Swift,8/18/20,234000,60,0.644,0.916,0.284,1.5e-05,0.0909,-12.879,0.0821,0.328,150.072,"Our coming-of-age has come and gone Suddenly this summer, it's clear I never had the courage of my convictions As long as danger is near And it's just around the corner, darlin' 'Cause it lives in me No, I could never give you peace But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace? Your integrity makes me seem small You paint dreamscapes on the wall I talk shit with my friends, it's like I'm wasting your honor And you know that I'd swing with you for the fences Sit with you in the trenches Give you my wild, give you a child Give you the silence that only comes when two people understand each other Family that I chose, now that I see your brother as my brother Is it enough? But there's robbers to the east, clowns to the west I'd give you my sunshine, give you my best But the rain is always gonna come if you're standin' with me But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace? Would it be enough if I could never give you peace? Would it be enough if I could never give you peace?"
112,hoax,folklore (deluxe version),Taylor Swift,8/18/20,220040,60,0.676,0.964,0.178,7.9e-06,0.135,-15.01,0.0394,0.404,118.84,"My only one My smoking gun My eclipsed sun This has broken me down My twisted knife My sleepless night My winless fight This has frozen my ground Stood on the cliffside screaming, ""Give me a reason"" Your faithless love's the only hoax I believe in Don't want no other shade of blue but you No other sadness in the world would do My best laid plan Your sleight of hand My barren land I am ash from your fire Stood on the cliffside screaming, ""Give me a reason"" Your faithless love's the only hoax I believe in Don't want no other shade of blue but you No other sadness in the world would do You know I left a part of me back in New York You knew the hero died so what's the movie for? You knew it still hurts underneath my scars From when they pulled me apart You knew the password so I let you in the door You knew you won so what's the point of keeping score? You knew it still hurts underneath my scars From when they pulled me apart But what you did was just as dark (Ah, ah, ah) Darling, this was just as hard As when they pulled me apart My only one My kingdom come undone My broken drum You have beaten my heart Don't want no other shade of blue but you No other sadness in the world would do"
113,willow,evermore (deluxe version),Taylor Swift,1/7/21,214706,67,0.392,0.833,0.574,0.00179,0.145,-9.195,0.17,0.529,81.112,"I'm like the water when your ship rolled in that night Rough on the surface, but you cut through like a knife And if it was an open-shut case I never would've known from that look on your face Lost in your current like a priceless wine The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man Life was a willow and it bent right to your wind Head on the pillow, I could feel you sneakin' in As if you were a mythical thing Like you were a trophy or a champion ring And there was one prize I'd cheat to win The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man You know that my train could take you home Anywhere else is hollow I'm begging for you to take my hand Wreck my plans, that's my man Life was a willow and it bent right to your wind They count me out time and time again Life was a willow and it bent right to your wind But I come back stronger than a '90s trend Wait for the signal, and I'll meet you after dark Show me the places where the others gave you scars Now this is an open-shut case I guess I should've known from the look on your face Every bait-and-switch was a work of art The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man You know that my train could take you home Anywhere else is hollow I'm begging for you to take my hand Wreck my plans, that's my man The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man You know that my train could take you home Anywhere else is hollow I'm begging for you to take my hand Wreck my plans, that's my man Hey, that's my man That's my man Yeah, that's my man Every bait-and-switch was a work of art That's my man Hey, that's my man I'm begging for you to take my hand Wreck my plans, that's my man"
114,champagne problems,evermore (deluxe version),Taylor Swift,1/7/21,244000,69,0.462,0.92,0.24,0.0,0.113,-12.077,0.0377,0.32,171.319,"You booked the night train for a reason So you could sit there in this hurt Bustling crowds or silent sleepers You're not sure which is worse Because I dropped your hand while dancing Left you out there standing Crestfallen on the landing Champagne problems Your mom's ring in your pocket My picture in your wallet Your heart was glass, I dropped it Champagne problems You told your family for a reason You couldn't keep it in Your sister splashed out on the bottle Now no one's celebrating Dom Pérignon, you brought it No crowd of friends applauded Your hometown skeptics called it Champagne problems You had a speech, you're speechless Love slipped beyond your reaches And I couldn't give a reason Champagne problems Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified Your Midas touch on the Chevy door November flush and your flannel cure ""This dorm was once a madhouse"" I made a joke, ""Well, it's made for me"" How evergreen, our group of friends Don't think we'll say that word again And soon they'll have the nerve to deck the halls That we once walked through One for the money, two for the show I never was ready so I watch you go Sometimes you just don't know the answer 'Til someone's on their knees and asks you ""She would've made such a lovely bride What a shame she's fucked in the head,"" they said But you'll find the real thing instead She'll patch up your tapestry that I shred And hold your hand while dancing Never leave you standing Crestfallen on the landing With champagne problems Your mom's ring in your pocket Her picture in your wallet You won't remember all my Champagne problems You won't remember all my Champagne problems"
115,gold rush,evermore (deluxe version),Taylor Swift,1/7/21,185320,66,0.512,0.83,0.462,0.166,0.121,-10.491,0.0408,0.353,112.05,"Gleaming, twinkling Eyes like sinking ships on waters So inviting, I almost jump in But I don't like a gold rush, gold rush I don't like anticipatin' my face in a red flush I don't like that anyone would die to feel your touch Everybody wants you Everybody wonders what it would be like to love you Walk past, quick brush I don't like slow motion, double vision in rose blush I don't like that falling feels like flying 'til the bone crush Everybody wants you But I don't like a gold rush What must it be like to grow up that beautiful? With your hair falling into place like dominoes I see me padding across your wooden floors With my Eagles t-shirt hanging from the door At dinner parties, I call you out on your contrarian shit And the coastal town we wandered 'round had nеver seen a love as pure as it And thеn it fades into the gray of my day-old tea 'Cause it could never be 'Cause I don't like a gold rush, gold rush I don't like anticipatin' my face in a red flush I don't like that anyone would die to feel your touch Everybody wants you Everybody wonders what it would be like to love you Walk past, quick brush I don't like slow motion, double vision in rose blush I don't like that falling feels like flying 'til the bone crush Everybody wants you But I don't like a gold rush What must it be like to grow up that beautiful? With your hair falling into place like dominoes My mind turns your life into folklore I can't dare to dream about you anymore At dinner parties I won't call you out on your contrarian shit And the coastal town we never found will never see a love as pure as it 'Cause it fades into the gray of my day-old tea 'Cause it will never be Gleaming, twinkling Eyes like sinking ships on waters So inviting, I almost jump in"
116,tolerate it,evermore (deluxe version),Taylor Swift,1/7/21,245440,66,0.316,0.878,0.361,2.67e-05,0.0797,-10.381,0.0488,0.221,74.952,"I sit and watch you reading with your head low I wake and watch you breathing with your eyes closed I sit and watch you I notice everything you do or don't do You're so much older and wiser, and I I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it I greet you with a battle hero's welcome I take your indiscretions all in good fun I sit and listеn, I polish plates until they gleam and glistеn You're so much older and wiser and I I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it While you were out building other worlds, where was I? Where's that man who'd throw blankets over my barbed wire? I made you my temple, my mural, my sky Now I'm begging for footnotes in the story of your life Drawing hearts in the byline Always taking up too much space or time You assume I'm fine, but what would you do if I Break free and leave us in ruins Took this dagger in me and removed it Gain the weight of you, then lose it Believe me, I could do it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it I sit and watch you"
